TransactionId,AccountId,TransactionDate,TransactionAmount,TransactionType,ModeOfTransactionCode,transaction_hour,day_of_week,ClientId,AccountOpenDate,Balance,MinimumBalance,avg_account_txn_amount,max_account_txn_amount,account_tenure_days,Gender,DateofBirth,Occupation,RiskCategoryId,IsPEP,is_fraud
36570581,1215,00:00.0,60,0,63,0,3,742306,00:00.0,5106.58,5000,1053.8235,10000,2091,NULL,NULL,NULL,8,NULL,0
36570734,1215,00:00.0,10000,1,63,0,3,742306,00:00.0,5106.58,5000,1053.8235,10000,2091,NULL,NULL,NULL,8,NULL,0
36566425,1235,00:00.0,200,1,63,0,3,730010,00:00.0,7368.48,5000,200,200,3094,NULL,NULL,NULL,8,NULL,0
36570806,1321,00:00.0,200000,0,63,0,3,721753,00:00.0,926663.86,5000,200000,200000,3640,NULL,NULL,NULL,3,NULL,0
36566075,1377,00:00.0,10,0,63,0,3,746054,00:00.0,47412.2,5000,10,10,1720,NULL,NULL,NULL,8,NULL,0
36567862,1379,00:00.0,500,0,63,0,3,715170,00:00.0,28797.11,5000,500,500,3267,NULL,NULL,NULL,8,NULL,0
36568494,1424,00:00.0,2237,0,63,0,3,742085,00:00.0,65599.95,5000,2124,2237,2160,NULL,NULL,NULL,3,NULL,0
36568506,1424,00:00.0,2011,0,63,0,3,742085,00:00.0,65599.95,5000,2124,2237,2160,NULL,NULL,NULL,3,NULL,0
36566319,1436,00:00.0,2000,0,63,0,3,749476,00:00.0,11397.02,5000,2000,2000,1371,NULL,NULL,NULL,8,NULL,1
36567525,1487,00:00.0,1250,1,63,0,3,743833,00:00.0,19717.46,5000,690,1250,1938,NULL,NULL,NULL,8,NULL,0
36569437,1487,00:00.0,130,1,63,0,3,743833,00:00.0,19717.46,5000,690,1250,1938,NULL,NULL,NULL,8,NULL,0
36570490,1518,00:00.0,370,0,63,0,3,738158,00:00.0,6297.8,5000,200,370,2519,NULL,NULL,NULL,8,NULL,0
36570552,1518,00:00.0,30,0,63,0,3,738158,00:00.0,6297.8,5000,200,370,2519,NULL,NULL,NULL,8,NULL,0
36568647,1520,00:00.0,163,0,63,0,3,745814,00:00.0,17072.79,5000,1885.6666,2794,1754,NULL,NULL,NULL,4,NULL,0
36569897,1520,00:00.0,2700,0,63,0,3,745814,00:00.0,17072.79,5000,1885.6666,2794,1754,NULL,NULL,NULL,4,NULL,0
36568642,1520,00:00.0,2794,1,63,0,3,745814,00:00.0,17072.79,5000,1885.6666,2794,1754,NULL,NULL,NULL,4,NULL,0
36567985,1593,00:00.0,34000,0,63,0,3,745198,00:00.0,86147.6,5000,34000,34000,1813,NULL,NULL,NULL,8,NULL,0
36568175,1626,00:00.0,200,1,63,0,3,748247,00:00.0,6798.24,5000,200,200,1503,NULL,NULL,NULL,8,NULL,0
36570354,1630,00:00.0,33000,0,63,0,3,747446,00:00.0,5457.15,5000,41603.54,115000,1583,NULL,NULL,NULL,8,NULL,1
36570391,1630,00:00.0,58000,0,63,0,3,747446,00:00.0,5457.15,5000,41603.54,115000,1583,NULL,NULL,NULL,8,NULL,1
36570436,1630,00:00.0,2000,0,63,0,3,747446,00:00.0,5457.15,5000,41603.54,115000,1583,NULL,NULL,NULL,8,NULL,1
36570453,1630,00:00.0,115000,1,63,0,3,747446,00:00.0,5457.15,5000,41603.54,115000,1583,NULL,NULL,NULL,8,NULL,1
36570454,1630,00:00.0,17.7,1,63,0,3,747446,00:00.0,5457.15,5000,41603.54,115000,1583,NULL,NULL,NULL,8,NULL,1
36570222,1695,00:00.0,35,1,63,0,3,752319,00:00.0,5147.6,5000,147.5,260,1132,NULL,NULL,NULL,8,NULL,0
36571238,1695,00:00.0,260,1,63,0,3,752319,00:00.0,5147.6,5000,147.5,260,1132,NULL,NULL,NULL,8,NULL,0
36567155,1696,00:00.0,3241,0,63,0,3,734153,00:00.0,164105.59,5000,3241,3241,2828,NULL,NULL,NULL,8,NULL,0
36569614,1799,00:00.0,320,1,63,0,3,750534,00:00.0,74179.63,5000,161,320,1268,NULL,NULL,NULL,8,NULL,0
36569642,1799,00:00.0,2,1,63,0,3,750534,00:00.0,74179.63,5000,161,320,1268,NULL,NULL,NULL,8,NULL,0
36566811,1824,00:00.0,1200,0,63,0,3,751719,00:00.0,6414.91,5000,1200,1200,1173,NULL,NULL,NULL,3,NULL,0
36567254,1897,00:00.0,350,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36567378,1897,00:00.0,460,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36567582,1897,00:00.0,300,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36567663,1897,00:00.0,300,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36567868,1897,00:00.0,50,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36568213,1897,00:00.0,60,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36568347,1897,00:00.0,290,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36568874,1897,00:00.0,730,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36568954,1897,00:00.0,450,0,63,0,3,749761,00:00.0,132165.78,5000,332.2222,730,1344,NULL,NULL,NULL,8,NULL,0
36569534,1922,00:00.0,272,0,63,0,3,755290,00:00.0,116005.67,5000,178.5,272,890,NULL,NULL,NULL,8,NULL,0
36569557,1922,00:00.0,85,0,63,0,3,755290,00:00.0,116005.67,5000,178.5,272,890,NULL,NULL,NULL,8,NULL,0
36570338,1953,00:00.0,1000,1,63,0,3,709637,00:00.0,5214.91,5000,1000,1000,2580,NULL,NULL,NULL,8,NULL,0
36568617,1971,00:00.0,1760,1,63,0,3,750137,00:00.0,40006.5,5000,1760,1760,1308,NULL,NULL,NULL,8,NULL,0
36567028,1993,00:00.0,700,1,63,0,3,755029,00:00.0,7776.77,5000,700,700,910,NULL,NULL,NULL,8,NULL,0
36567800,2000,00:00.0,16000,1,63,0,3,748718,00:00.0,6667.98,5000,9250,16000,1455,NULL,NULL,NULL,3,NULL,0
36570632,2000,00:00.0,2500,1,63,0,3,748718,00:00.0,6667.98,5000,9250,16000,1455,NULL,NULL,NULL,3,NULL,0
36570145,2029,00:00.0,5128,1,63,0,3,750514,00:00.0,102103.61,5000,5128,5128,1271,NULL,NULL,NULL,8,NULL,0
36568975,2054,00:00.0,500,1,63,0,3,750682,00:00.0,14640.07,5000,440,500,1257,NULL,NULL,NULL,4,NULL,1
36571140,2054,00:00.0,380,1,63,0,3,750682,00:00.0,14640.07,5000,440,500,1257,NULL,NULL,NULL,4,NULL,1
36568044,2112,00:00.0,1,0,63,0,3,751137,00:00.0,55996.84,5000,3337,10000,1219,NULL,NULL,NULL,8,NULL,0
36568232,2112,00:00.0,10000,0,63,0,3,751137,00:00.0,55996.84,5000,3337,10000,1219,NULL,NULL,NULL,8,NULL,0
36568220,2112,00:00.0,10,1,63,0,3,751137,00:00.0,55996.84,5000,3337,10000,1219,NULL,NULL,NULL,8,NULL,0
36568134,2311,00:00.0,3150,0,63,0,3,753407,00:00.0,66200.89,5000,1677.5,3150,1027,NULL,NULL,NULL,8,NULL,0
36570053,2311,00:00.0,205,0,63,0,3,753407,00:00.0,66200.89,5000,1677.5,3150,1027,NULL,NULL,NULL,8,NULL,0
36570239,2376,00:00.0,70000,0,63,0,3,743967,00:00.0,5594.73,5000,70000,70000,1926,1,00:00.0,NULL,9,NULL,0
36570429,2376,00:00.0,70000,1,63,0,3,743967,00:00.0,5594.73,5000,70000,70000,1926,1,00:00.0,NULL,9,NULL,0
36566182,2380,00:00.0,1100,0,63,0,3,755292,00:00.0,6180.64,5000,1100,1100,890,NULL,NULL,NULL,8,NULL,0
36570049,2459,00:00.0,50000,0,63,0,3,746460,00:00.0,115472.72,5000,83339.2333,200000,1685,NULL,NULL,NULL,8,NULL,0
36567924,2459,00:00.0,200000,1,63,0,3,746460,00:00.0,115472.72,5000,83339.2333,200000,1685,NULL,NULL,NULL,8,NULL,0
36567925,2459,00:00.0,17.7,1,63,0,3,746460,00:00.0,115472.72,5000,83339.2333,200000,1685,NULL,NULL,NULL,8,NULL,0
36570938,2517,00:00.0,5000,0,63,0,3,732319,00:00.0,83620.26,5000,5000,5000,2649,NULL,NULL,NULL,8,NULL,0
36566824,2583,00:00.0,3000,1,63,0,3,740857,00:00.0,5482.52,5000,3000,3000,2268,NULL,NULL,NULL,3,NULL,0
36571295,2609,00:00.0,284.75,1,63,0,3,727863,00:00.0,6056.93,5000,284.75,284.75,3294,NULL,NULL,NULL,8,NULL,0
36570278,2628,00:00.0,200,1,63,0,3,752381,00:00.0,5891.74,5000,200,200,1126,NULL,NULL,NULL,8,NULL,0
36566341,2650,00:00.0,1584,0,63,0,3,711320,00:00.0,32508.6,5000,1584,1584,7393,NULL,NULL,NULL,8,NULL,0
36567133,2650,00:00.0,1584,0,63,0,3,711320,00:00.0,32508.6,5000,1584,1584,7393,NULL,NULL,NULL,8,NULL,0
36567817,2688,00:00.0,1000,0,63,0,3,734280,00:00.0,6976.57,5000,750,1000,2815,NULL,NULL,NULL,8,NULL,0
36569630,2688,00:00.0,1000,0,63,0,3,734280,00:00.0,6976.57,5000,750,1000,2815,NULL,NULL,NULL,8,NULL,0
36571105,2688,00:00.0,250,1,63,0,3,734280,00:00.0,6976.57,5000,750,1000,2815,NULL,NULL,NULL,8,NULL,0
36568966,2689,00:00.0,150,1,63,0,3,738704,00:00.0,58645.02,5000,375,600,2465,NULL,NULL,NULL,8,NULL,0
36569382,2689,00:00.0,600,1,63,0,3,738704,00:00.0,58645.02,5000,375,600,2465,NULL,NULL,NULL,8,NULL,0
36566418,2711,00:00.0,1000,1,63,0,3,711316,00:00.0,13198.28,5000,600,1000,7256,NULL,NULL,NULL,8,NULL,0
36570543,2711,00:00.0,200,1,63,0,3,711316,00:00.0,13198.28,5000,600,1000,7256,NULL,NULL,NULL,8,NULL,0
36566664,2745,00:00.0,3000,0,63,0,3,739509,00:00.0,70683.34,5000,3000,3000,2394,NULL,NULL,NULL,8,NULL,0
36567667,2745,00:00.0,3000,1,63,0,3,739509,00:00.0,70683.34,5000,3000,3000,2394,NULL,NULL,NULL,8,NULL,0
36566962,2753,00:00.0,4500,1,63,0,3,735014,00:00.0,125597.1,5000,3250,4500,2754,NULL,NULL,NULL,8,NULL,0
36567067,2753,00:00.0,2000,1,63,0,3,735014,00:00.0,125597.1,5000,3250,4500,2754,NULL,NULL,NULL,8,NULL,0
36566181,2800,00:00.0,70,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36566204,2800,00:00.0,80,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36566468,2800,00:00.0,40,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36566640,2800,00:00.0,70,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36567304,2800,00:00.0,80,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36567533,2800,00:00.0,60,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36567662,2800,00:00.0,70,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36567913,2800,00:00.0,110,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36568118,2800,00:00.0,40,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36568754,2800,00:00.0,120,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36569099,2800,00:00.0,40,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36569111,2800,00:00.0,30,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36569274,2800,00:00.0,20,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36569413,2800,00:00.0,150,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36569669,2800,00:00.0,40,0,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36570084,2800,00:00.0,160,1,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36571249,2800,00:00.0,900,1,63,0,3,751011,00:00.0,60113.61,5000,122.3529,900,1230,NULL,NULL,NULL,8,NULL,0
36567931,2847,00:00.0,10000,1,63,0,3,751479,00:00.0,159190.76,5000,10000,10000,1187,NULL,NULL,NULL,8,NULL,0
36567357,2900,00:00.0,200,0,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36570073,2900,00:00.0,1000,0,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36568660,2900,00:00.0,60,1,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36568738,2900,00:00.0,1440,1,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36570223,2900,00:00.0,270,1,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36570322,2900,00:00.0,20,1,63,0,3,733737,00:00.0,24175.61,5000,498.3333,1440,2868,NULL,NULL,NULL,8,NULL,0
36566636,2922,00:00.0,130,1,63,0,3,711128,00:00.0,16495.51,5000,433.3333,1138,7844,NULL,NULL,NULL,8,NULL,0
36566985,2922,00:00.0,1138,1,63,0,3,711128,00:00.0,16495.51,5000,433.3333,1138,7844,NULL,NULL,NULL,8,NULL,0
36567024,2922,00:00.0,32,1,63,0,3,711128,00:00.0,16495.51,5000,433.3333,1138,7844,NULL,NULL,NULL,8,NULL,0
36566232,2962,00:00.0,286347,0,63,0,3,739576,00:00.0,347029.95,5000,286347,286347,2387,NULL,NULL,NULL,8,NULL,0
36569149,3009,00:00.0,30000,1,63,0,3,754180,00:00.0,708347.43,5000,30000,30000,967,NULL,NULL,NULL,8,NULL,0
36569553,3143,00:00.0,227,1,63,0,3,745775,00:00.0,37657.65,5000,227,227,1761,NULL,NULL,NULL,8,NULL,0
36571265,3166,00:00.0,12500,0,63,0,3,740724,00:00.0,18197.07,5000,12500,12500,2279,NULL,NULL,NULL,4,NULL,0
36566543,3253,00:00.0,10000,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36566544,3253,00:00.0,5.9,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36566921,3253,00:00.0,200,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36566967,3253,00:00.0,7800,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36568641,3253,00:00.0,500,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36568904,3253,00:00.0,20000,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36568905,3253,00:00.0,5.9,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36570805,3253,00:00.0,200000,1,63,0,3,747552,00:00.0,104492.27,5000,29813.975,200000,1574,NULL,NULL,NULL,3,NULL,0
36569516,3278,00:00.0,1000,0,63,0,3,745253,00:00.0,5766.19,5000,4500,8000,1811,NULL,NULL,NULL,3,NULL,0
36569558,3278,00:00.0,8000,1,63,0,3,745253,00:00.0,5766.19,5000,4500,8000,1811,NULL,NULL,NULL,3,NULL,0
36569223,3349,00:00.0,7000,0,63,0,3,746145,00:00.0,58724.16,5000,7000,7000,1709,NULL,NULL,NULL,8,NULL,0
36567244,3362,00:00.0,510,1,63,0,3,749237,00:00.0,245043.91,5000,510,510,1397,NULL,NULL,NULL,26,NULL,0
36567127,3433,00:00.0,230,0,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36569812,3433,00:00.0,5,0,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36567187,3433,00:00.0,1,1,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36567233,3433,00:00.0,230,1,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36569739,3433,00:00.0,1,1,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36569745,3433,00:00.0,600,1,63,0,3,745160,00:00.0,12096.95,5000,177.8333,600,1818,NULL,NULL,NULL,8,NULL,0
36567816,3474,00:00.0,45,1,63,0,3,752133,00:00.0,5484.24,5000,45,45,1144,NULL,NULL,NULL,8,NULL,0
36566384,3482,00:00.0,2000,0,63,0,3,747118,00:00.0,34369.64,5000,2000,2000,1617,NULL,NULL,NULL,8,NULL,0
36566413,3482,00:00.0,2000,1,63,0,3,747118,00:00.0,34369.64,5000,2000,2000,1617,NULL,NULL,NULL,8,NULL,0
36566615,3492,00:00.0,110,1,63,0,3,710725,00:00.0,427453.6,5000,110,110,7844,NULL,NULL,NULL,4,NULL,0
36566641,3493,00:00.0,50,0,63,0,3,748875,00:00.0,11068.44,5000,73.3333,140,1440,NULL,NULL,NULL,8,NULL,0
36566728,3493,00:00.0,140,0,63,0,3,748875,00:00.0,11068.44,5000,73.3333,140,1440,NULL,NULL,NULL,8,NULL,0
36569609,3493,00:00.0,30,0,63,0,3,748875,00:00.0,11068.44,5000,73.3333,140,1440,NULL,NULL,NULL,8,NULL,0
36568985,3549,00:00.0,10000,0,63,0,3,745067,00:00.0,13874.74,5000,3836.6666,10000,1324,NULL,NULL,NULL,8,NULL,0
36569072,3549,00:00.0,1000,1,63,0,3,745067,00:00.0,13874.74,5000,3836.6666,10000,1324,NULL,NULL,NULL,8,NULL,0
36570554,3549,00:00.0,510,1,63,0,3,745067,00:00.0,13874.74,5000,3836.6666,10000,1324,NULL,NULL,NULL,8,NULL,0
36570827,3555,00:00.0,80,1,63,0,3,748088,00:00.0,646045.04,5000,14290.95,57062,1520,NULL,NULL,NULL,8,NULL,0
